Q1;Q2a;Q2b;Q2c;Q2d;Q2d_text;Q3;Q4;Q5a;Q5b;Q5c;Q5d;Q5e;Q5f;Q6a;Q6b;Q6c;Q6d;Q6e;Q6f;Q6g;Q6h;Q7;Q8;Q9;Q9_4_text;Q10;Q10_8_text;Q11;Q12;Q13;
Kako pogosto na teden koristite študentske subvencionirane obroke? ;Restavracije s hitro prehrano (Mcdonalds, Ajda, Kebab…) ;Študentska menza  ;Klasične restavracije (Foculus, Parma, Kratochwill…);Drugo:;Drugo:;Kolikokrat na teden jeste doma pripravljeno hrano?;Kako bi ocenili svojo splošno prehrano?;Cena;Okus;Hranilna vrednost / vpliv na zdravje;Prihranek časa / priročnost;Družbeni vpliv (npr. prijatelji, družina);Dostopnost / lokacija;Subvencionirane obroke izberem predvsem zaradi cene.;Pogosteje bi kuhal/-a doma, če bi imel/-a več časa.  ;Občutek imam, da imam dovolj veliko kontrolo nad svojim prehranjevanjem.;Izbira hrane je odvisna tudi od izbire restavracije, ki jo predlagajo prijatelji.;Zelo me skrbi dolgoročen vpliv moje trenutne prehrane na zdravje.  ;Zdi se mi, da je zdrava prehrana za študente predraga.  ;Pri izbiri obroka vedno upoštevam njegovo hranilno vrednost.  ;Menim, da je tipičen študentski subvencionirani obrok zdrav.  ;Koliko ste stari? (Vpišite letnico rojstva);Kakšen je vaš spol?;Kje živite?;Drugo:;Na katerem področju študirate?;Drugo:;Katero stopnjo študija trenutno obiskujete?;Kateri letnik?;Kateri letnik?;
="2";="1";="1";="0";="0";="-2";="5";="6";="3";="3";="3";="2";="4";="3";="4";="5";="5";="5";="5";="5";="3";="1";="23";="1";="3";="-2";="1";="-2";="2";="2";="-2"
="2";="0";="0";="1";="0";="-2";="5";="5";="2";="3";="3";="2";="4";="3";="1";="2";="5";="4";="4";="5";="3";="2";="2003";="2";="1";="-2";="2";="-2";="1";="-2";="3"
="2";="1";="0";="1";="0";="-2";="4";="4";="3";="4";="1";="2";="4";="4";="4";="3";="5";="5";="1";="2";="2";="4";="2002";="2";="3";="-2";="6";="-2";="1";="-2";="3"
="3";="0";="0";="0";="1";="Vse zivo";="1";="4";="3";="3";="2";="3";="1";="3";="2";="1";="4";="2";="2";="2";="1";="4";="-1";="1";="3";="-2";="1";="-2";="1";="-2";="1"
="3";="1";="0";="1";="0";="-2";="3";="4";="2";="3";="2";="3";="2";="3";="4";="4";="5";="3";="1";="5";="4";="3";="1996";="1";="1";="-2";="6";="-2";="2";="1";="-2"
="3";="1";="1";="1";="0";="-2";="3";="4";="2";="4";="3";="4";="4";="4";="3";="4";="3";="5";="4";="2";="3";="4";="2000";="1";="2";="-2";="2";="-2";="2";="2";="-2"
="2";="1";="0";="1";="0";="-2";="3";="5";="2";="4";="3";="3";="2";="3";="4";="5";="5";="4";="4";="5";="3";="3";="-1";="1";="1";="-2";="6";="-2";="1";="-2";="1"
="2";="1";="1";="0";="1";="Sendvič";="3";="3";="3";="2";="2";="4";="3";="4";="5";="5";="4";="5";="4";="4";="2";="3";="2003";="1";="1";="-2";="1";="-2";="1";="-2";="2"
="2";="0";="1";="1";="0";="-2";="5";="4";="4";="3";="1";="2";="2";="4";="5";="5";="5";="2";="3";="5";="3";="1";="2001";="1";="1";="-2";="1";="-2";="1";="-2";="3"
="3";="0";="1";="1";="0";="-2";="4";="4";="3";="3";="3";="3";="2";="4";="3";="5";="4";="4";="4";="5";="4";="2";="2001";="1";="4";="Privatni najem";="1";="-2";="2";="1";="-2"
="1";="1";="1";="1";="0";="-2";="5";="2";="4";="4";="3";="2";="3";="4";="1";="2";="3";="4";="5";="5";="5";="5";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3"
="2";="0";="0";="0";="1";="wolt";="3";="4";="2";="3";="3";="2";="1";="1";="5";="4";="4";="1";="2";="2";="2";="1";="1998";="1";="3";="-2";="6";="-2";="2";="2";="-2"
="2";="1";="1";="1";="0";="-2";="4";="4";="4";="3";="3";="3";="2";="4";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3"
="2";="1";="1";="1";="0";="-2";="5";="4";="3";="4";="2";="2";="1";="4";="5";="5";="4";="4";="3";="4";="1";="4";="2000";="1";="3";="-2";="3";="-2";="2";="2";="-2"
="3";="0";="1";="0";="1";="Dostava hrane (Halo Katra in kitajske restavracije)";="5";="5";="2";="3";="3";="3";="1";="3";="4";="5";="5";="4";="2";="5";="3";="2";="-1";="1";="1";="-2";="1";="-2";="1";="-2";="3"
="2";="1";="1";="1";="0";="-2";="3";="3";="4";="4";="2";="4";="2";="4";="4";="5";="3";="3";="2";="5";="1";="2";="2001";="2";="2";="-2";="2";="-2";="2";="1";="-2"
="3";="0";="0";="1";="0";="-2";="4";="3";="1";="4";="1";="4";="2";="4";="4";="5";="5";="4";="4";="4";="1";="4";="2003";="2";="2";="-2";="1";="-2";="1";="-2";="2"
="2";="1";="0";="0";="0";="-2";="3";="3";="4";="3";="1";="4";="3";="4";="5";="5";="2";="3";="2";="5";="2";="1";="2005";="1";="1";="-2";="1";="-2";="1";="-2";="1"
="2";="0";="1";="0";="0";="-2";="4";="5";="1";="3";="4";="3";="3";="4";="3";="4";="5";="4";="5";="1";="5";="4";="2005";="1";="1";="-2";="1";="-2";="1";="-2";="1"
="3";="1";="0";="1";="0";="-2";="3";="4";="2";="3";="3";="4";="1";="4";="4";="2";="5";="1";="2";="2";="2";="5";="2005";="1";="2";="-2";="6";="-2";="1";="-2";="1"
="2";="0";="0";="1";="0";="-2";="5";="3";="4";="2";="3";="4";="2";="4";="4";="5";="3";="4";="5";="5";="4";="1";="-1";="1";="3";="-2";="2";="-2";="2";="2";="-2"
="3";="0";="1";="1";="0";="-2";="4";="4";="2";="4";="2";="3";="4";="4";="2";="4";="3";="4";="2";="4";="1";="2";="2000";="1";="1";="-2";="6";="-2";="2";="2";="-2"
="3";="0";="1";="0";="0";="-2";="3";="3";="4";="3";="3";="3";="3";="3";="4";="5";="3";="4";="4";="5";="4";="1";="-1";="1";="2";="-2";="1";="-2";="1";="-2";="2"
="2";="0";="0";="1";="0";="-2";="5";="4";="3";="3";="2";="1";="1";="2";="3";="4";="4";="4";="3";="3";="4";="4";="2000";="2";="1";="-2";="1";="-2";="1";="-2";="3"
="2";="1";="0";="1";="0";="-2";="4";="4";="4";="4";="3";="2";="2";="3";="1";="4";="4";="4";="3";="4";="1";="3";="-1";="2";="1";="-2";="3";="-2";="2";="2";="-2"
="2";="0";="0";="1";="0";="-2";="4";="2";="4";="3";="2";="3";="3";="2";="5";="5";="2";="2";="5";="5";="1";="1";="2000";="2";="3";="-2";="2";="-2";="2";="1";="-2"
="2";="1";="0";="1";="0";="-2";="5";="5";="3";="4";="2";="4";="4";="3";="5";="4";="5";="4";="5";="4";="4";="4";="-1";="2";="1";="-2";="6";="-2";="1";="-2";="2"
="3";="0";="1";="0";="0";="-2";="2";="3";="3";="4";="3";="4";="1";="4";="2";="5";="2";="1";="5";="5";="4";="2";="1998";="1";="3";="-2";="1";="-2";="2";="2";="-2"
="2";="0";="1";="0";="0";="-2";="4";="4";="2";="3";="1";="1";="1";="4";="4";="5";="3";="5";="2";="6";="4";="6";="2005";="1";="1";="-2";="1";="-2";="1";="-2";="1"
="3";="1";="0";="1";="0";="-2";="4";="4";="2";="2";="1";="4";="3";="4";="2";="5";="1";="4";="5";="4";="1";="2";="2003";="1";="2";="-2";="3";="-2";="1";="-2";="3"
="3";="0";="1";="1";="0";="-2";="2";="4";="3";="4";="3";="4";="4";="4";="5";="4";="4";="5";="4";="5";="3";="3";="-1";="2";="2";="-2";="1";="-2";="1";="-2";="3"
="3";="0";="1";="1";="0";="-2";="4";="4";="2";="3";="2";="4";="3";="4";="5";="4";="4";="4";="2";="4";="2";="3";="-1";="1";="1";="-2";="1";="-2";="1";="-2";="1"
="3";="1";="1";="0";="0";="-2";="3";="4";="4";="3";="3";="4";="3";="3";="1";="4";="3";="2";="1";="1";="1";="1";="2005";="1";="3";="-2";="1";="-2";="1";="-2";="1"
="3";="0";="1";="1";="0";="-2";="2";="3";="2";="3";="2";="4";="2";="4";="4";="5";="3";="4";="5";="3";="2";="4";="-1";="2";="2";="-2";="1";="-2";="1";="-2";="1"
="1";="-1";="-1";="-1";="-1";="-2";="5";="5";="4";="4";="4";="4";="2";="4";="6";="5";="4";="4";="4";="5";="4";="1";="1999";="2";="4";="Deljeno študentsko stanovanje";="2";="-2";="2";="2";="-2"
="2";="0";="1";="1";="1";="Žito";="4";="4";="2";="4";="2";="3";="2";="3";="4";="5";="2";="4";="4";="5";="4";="2";="2004";="2";="1";="-2";="1";="-2";="1";="-2";="2"
="2";="1";="0";="1";="0";="-2";="4";="3";="3";="3";="3";="3";="2";="3";="4";="2";="5";="4";="1";="6";="4";="6";="2004";="1";="2";="-2";="1";="-2";="1";="-2";="1"
="2";="1";="0";="1";="0";="-2";="3";="4";="4";="3";="3";="3";="3";="3";="3";="3";="4";="4";="1";="4";="4";="3";="2003";="1";="1";="-2";="3";="-2";="1";="-2";="3"
="2";="0";="1";="1";="1";="Žito + dostava hrane (kitajska, pice)";="4";="4";="3";="4";="3";="4";="1";="4";="5";="5";="2";="2";="5";="4";="2";="2";="2000";="2";="4";="Pri fantu v lastniškem stanovanju";="3";="-2";="2";="2";="-2"
="2";="0";="1";="0";="0";="-2";="3";="4";="3";="4";="3";="3";="2";="4";="2";="4";="4";="4";="2";="5";="4";="2";="2003";="2";="2";="-2";="1";="-2";="1";="-2";="2"
="3";="0";="0";="1";="0";="-2";="3";="4";="3";="4";="4";="4";="1";="3";="3";="5";="4";="4";="1";="5";="4";="4";="2001";="2";="3";="-2";="1";="-2";="1";="-2";="1"
="3";="1";="1";="0";="0";="-2";="3";="5";="3";="4";="3";="4";="3";="3";="4";="3";="4";="4";="2";="5";="2";="4";="23";="1";="3";="-2";="3";="-2";="2";="2";="-2"
="2";="1";="1";="0";="0";="-2";="4";="3";="4";="3";="2";="3";="2";="3";="4";="2";="5";="4";="4";="6";="1";="2";="2004";="1";="1";="-2";="1";="-2";="1";="-2";="2"
="2";="0";="1";="0";="0";="-2";="3";="5";="2";="3";="2";="1";="1";="3";="4";="5";="4";="2";="4";="6";="2";="4";="-1";="1";="1";="-2";="1";="-2";="1";="-2";="1"
="3";="1";="1";="1";="0";="-2";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3"
="3";="1";="1";="1";="0";="-2";="4";="5";="3";="3";="3";="3";="3";="4";="4";="4";="4";="4";="2";="2";="3";="3";="2001";="2";="2";="-2";="1";="-2";="2";="1";="-2"
="2";="1";="0";="1";="0";="-2";="3";="4";="2";="4";="3";="3";="4";="2";="2";="5";="5";="5";="-1";="1";="2";="3";="2001";="1";="3";="-2";="1";="-2";="2";="1";="-2"
="2";="0";="0";="1";="0";="-2";="2";="2";="3";="4";="2";="3";="2";="4";="1";="1";="1";="2";="3";="6";="1";="3";="2003";="1";="4";="Najemniško stanovanje";="1";="-2";="1";="-2";="3"
="2";="0";="0";="1";="0";="-2";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3"
="3";="0";="0";="0";="1";="splošna menza - Marjetica";="4";="4";="3";="4";="3";="3";="3";="3";="2";="4";="5";="4";="3";="2";="2";="3";="-1";="1";="3";="-2";="1";="-2";="3";="-2";="-2"
="2";="0";="0";="0";="1";="Zastonj opcije (žito)";="5";="2";="4";="3";="3";="3";="1";="2";="5";="5";="1";="1";="5";="5";="4";="1";="-1";="2";="1";="-2";="7";="-2";="1";="-2";="2"
="1";="0";="0";="0";="1";="-1";="5";="4";="3";="2";="2";="2";="3";="3";="6";="1";="2";="6";="1";="1";="1";="3";="1988";="1";="3";="-2";="8";="-1";="-1";="-2";="-2"
="3";="0";="1";="0";="0";="-2";="3";="5";="4";="2";="4";="4";="3";="4";="4";="5";="4";="2";="1";="-1";="2";="2";="2002";="1";="1";="-2";="1";="-2";="1";="-2";="1"
="2";="1";="0";="1";="0";="-2";="1";="5";="1";="3";="2";="3";="3";="4";="2";="5";="5";="4";="1";="5";="2";="4";="2002";="1";="1";="-2";="2";="-2";="1";="-2";="2"
="2";="1";="0";="1";="0";="-2";="3";="5";="2";="5";="4";="4";="2";="4";="2";="3";="5";="5";="5";="1";="3";="5";="1997";="1";="1";="-2";="1";="-2";="1";="-2";="3"
="4";="0";="1";="1";="0";="-2";="3";="4";="2";="3";="3";="3";="2";="3";="4";="4";="4";="5";="2";="3";="4";="4";="2005";="1";="2";="-2";="1";="-2";="1";="-2";="1"
="3";="0";="1";="0";="0";="-2";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3"
="4";="0";="1";="0";="1";="Okrepčevalnica feri";="2";="3";="4";="3";="1";="4";="2";="4";="5";="4";="4";="3";="3";="5";="2";="2";="-1";="1";="2";="-2";="1";="-2";="2";="2";="-2"
="2";="1";="0";="1";="0";="-2";="2";="3";="2";="3";="2";="4";="3";="4";="4";="4";="5";="5";="4";="3";="3";="4";="-1";="1";="3";="-2";="2";="-2";="2";="1";="-2"
="2";="0";="0";="1";="0";="-2";="5";="4";="3";="3";="3";="3";="2";="3";="1";="1";="1";="2";="1";="5";="1";="1";="1996";="1";="1";="-2";="2";="-2";="2";="2";="-2"
="2";="0";="1";="0";="0";="-2";="4";="5";="2";="3";="2";="3";="3";="3";="3";="4";="5";="5";="1";="5";="2";="3";="-1";="1";="1";="-2";="7";="-2";="1";="-2";="3"
="3";="1";="1";="1";="0";="-2";="4";="3";="4";="4";="2";="3";="2";="4";="4";="5";="5";="2";="4";="5";="2";="2";="2004";="1";="3";="-2";="1";="-2";="1";="-2";="2"
="2";="0";="0";="1";="0";="-2";="3";="3";="3";="4";="2";="3";="3";="4";="5";="5";="4";="4";="4";="3";="4";="2";="2002";="2";="3";="-2";="1";="-2";="1";="-2";="2"
="3";="1";="0";="1";="0";="-2";="3";="4";="3";="4";="3";="4";="1";="4";="4";="5";="3";="1";="3";="3";="2";="2";="2001";="2";="2";="-2";="1";="-2";="2";="1";="-2"
="3";="0";="0";="1";="0";="-2";="3";="4";="3";="3";="4";="4";="1";="3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3"
="2";="0";="0";="0";="1";="kavarna mafija";="5";="5";="3";="3";="3";="3";="2";="2";="4";="5";="5";="5";="2";="5";="4";="3";="2002";="1";="3";="-2";="1";="-2";="1";="-2";="3"
="2";="0";="0";="0";="1";="Žito";="4";="4";="4";="4";="2";="3";="1";="3";="5";="5";="4";="4";="-1";="2";="2";="4";="2003";="2";="4";="Najem sobe za študente";="6";="-2";="1";="-2";="2"
="2";="1";="1";="1";="0";="-2";="3";="4";="3";="4";="3";="4";="4";="4";="2";="1";="5";="4";="1";="5";="1";="1";="2005";="1";="1";="-2";="6";="-2";="1";="-2";="1"
="2";="1";="0";="1";="0";="-2";="3";="5";="3";="4";="3";="2";="2";="3";="4";="4";="5";="4";="5";="2";="1";="4";="1998";="1";="2";="-2";="1";="-2";="2";="2";="-2"
="3";="1";="0";="1";="0";="-2";="2";="3";="3";="4";="2";="4";="5";="4";="3";="4";="2";="3";="4";="5";="2";="2";="2001";="2";="2";="-2";="2";="-2";="1";="-2";="3"
="2";="1";="1";="1";="0";="-2";="3";="4";="3";="3";="2";="3";="2";="3";="5";="1";="5";="4";="1";="1";="2";="4";="2002";="1";="1";="-2";="6";="-2";="2";="1";="-2"
="3";="0";="0";="1";="0";="-2";="2";="4";="2";="4";="2";="3";="3";="4";="3";="1";="4";="4";="1";="4";="2";="4";="2004";="1";="3";="-2";="1";="-2";="1";="-2";="2"
="3";="1";="0";="1";="0";="-2";="3";="3";="3";="4";="3";="2";="2";="2";="4";="3";="2";="2";="4";="5";="2";="4";="2002";="1";="2";="-2";="1";="-2";="1";="-2";="3"
="1";="1";="0";="0";="0";="-2";="5";="5";="3";="3";="2";="1";="2";="4";="3";="4";="2";="5";="4";="1";="4";="4";="2000";="2";="1";="-2";="3";="-2";="1";="-2";="3"
="1";="1";="0";="0";="1";="Sicer bo zaradi tega komentarja moj odgovor neveljaven, vendar pogrešam vprašanje o dostopnosti. Študiram v Izoli in v bližini ni veliko ponudnikov kar spremeni naše navade (nasplošno obala v primerjavi z Lj)";="1";="1";="1";="1";="1";="1";="1";="1";="1";="1";="1";="1";="1";="1";="1";="1";="-1";="1";="1";="-2";="1";="-2";="1";="-2";="1"
="3";="0";="0";="0";="1";="Dijaški dom";="4";="5";="4";="4";="3";="4";="1";="4";="5";="3";="4";="1";="1";="4";="4";="4";="-1";="2";="4";="Dijaški dom";="1";="-2";="1";="-2";="1"
="2";="0";="0";="0";="1";="Žito";="4";="5";="4";="3";="3";="3";="5";="4";="5";="4";="4";="2";="1";="4";="4";="2";="2002";="2";="1";="-2";="3";="-2";="1";="-2";="3"
="3";="0";="0";="0";="1";="Žito Koper";="4";="4";="4";="2";="4";="4";="2";="3";="5";="4";="4";="2";="3";="5";="4";="2";="2005";="2";="3";="-2";="6";="-2";="1";="-2";="1"
="2";="1";="0";="1";="0";="-2";="2";="3";="3";="4";="2";="4";="2";="4";="4";="4";="3";="4";="4";="4";="3";="4";="-1";="1";="3";="-2";="3";="-2";="2";="2";="-2"
="2";="1";="0";="1";="0";="-2";="5";="3";="2";="4";="3";="1";="2";="2";="2";="1";="5";="4";="1";="5";="2";="2";="1998";="1";="3";="-2";="2";="-2";="2";="2";="-2"
="3";="0";="1";="1";="0";="-2";="2";="4";="2";="4";="2";="4";="5";="4";="3";="4";="4";="4";="2";="4";="2";="4";="2000";="2";="3";="-2";="1";="-2";="2";="2";="-2"
="3";="0";="1";="1";="0";="-2";="3";="5";="4";="3";="3";="3";="2";="4";="5";="4";="5";="4";="3";="5";="4";="2";="2002";="2";="1";="-2";="1";="-2";="1";="-2";="3"
="3";="0";="0";="0";="1";="Žito";="3";="2";="3";="3";="3";="3";="3";="3";="5";="5";="5";="5";="5";="2";="1";="4";="2003";="2";="2";="-2";="1";="-2";="1";="-2";="3"
="2";="0";="0";="1";="0";="-2";="3";="4";="3";="4";="3";="4";="2";="4";="5";="4";="4";="4";="3";="4";="3";="2";="2001";="2";="2";="-2";="2";="-2";="2";="2";="-2"
="4";="1";="1";="1";="1";="Lipca indeks,  Burek Olimpija";="5";="4";="2";="3";="2";="3";="2";="4";="5";="6";="5";="4";="5";="5";="4";="1";="-1";="1";="1";="-2";="1";="-2";="1";="-2";="3"
="2";="1";="0";="0";="0";="-2";="3";="4";="4";="4";="2";="3";="1";="3";="5";="1";="5";="2";="1";="3";="1";="3";="2004";="2";="1";="-2";="7";="-2";="1";="-2";="2"
="2";="0";="0";="1";="1";="-1";="4";="5";="3";="4";="3";="3";="3";="3";="5";="3";="4";="4";="4";="2";="4";="1";="1999";="2";="3";="-2";="5";="-2";="2";="2";="-2"
="2";="0";="0";="1";="0";="-2";="2";="4";="3";="3";="3";="2";="5";="3";="3";="2";="2";="3";="3";="4";="2";="1";="2001";="3";="2";="-2";="1";="-2";="2";="1";="-2"
="1";="1";="0";="1";="0";="-2";="4";="3";="3";="3";="3";="4";="5";="2";="4";="3";="2";="4";="3";="5";="4";="3";="2002";="1";="2";="-2";="1";="-2";="1";="-2";="2"
="3";="1";="1";="0";="0";="-2";="3";="3";="3";="3";="3";="4";="2";="4";="5";="5";="2";="3";="3";="5";="2";="4";="2004";="1";="5";="-2";="1";="-2";="3";="-2";="-2"
="2";="0";="0";="1";="0";="-2";="3";="5";="3";="3";="3";="3";="3";="3";="4";="2";="5";="4";="3";="4";="3";="1";="1996";="2";="3";="-2";="8";="Studirala naravoslovno smer, studij zakljucila par let nazaj, zato mogoce moji demografski odgovori niso cisto ta pravi. Sem zaposlena.";="2";="2";="-2"
="2";="1";="0";="0";="0";="-2";="4";="3";="4";="2";="1";="4";="2";="3";="5";="3";="4";="4";="4";="3";="1";="3";="97";="2";="3";="-2";="2";="-2";="3";="-2";="-2"
="2";="1";="0";="0";="0";="-2";="5";="3";="4";="3";="2";="3";="3";="4";="4";="5";="3";="4";="3";="5";="2";="1";="2005";="2";="1";="-2";="7";="-2";="1";="-2";="1"
="3";="0";="0";="0";="1";="Ponudniki s sendvici";="4";="4";="3";="3";="2";="3";="3";="3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3"
="2";="0";="1";="0";="0";="-2";="3";="3";="2";="4";="1";="4";="2";="4";="3";="1";="5";="4";="3";="3";="1";="3";="-1";="1";="2";="-2";="1";="-2";="1";="-2";="2"
="3";="1";="1";="1";="0";="-2";="3";="3";="1";="4";="2";="2";="3";="3";="1";="6";="4";="4";="2";="6";="1";="3";="2005";="1";="1";="-2";="2";="-2";="1";="-2";="1"
="2";="1";="0";="1";="0";="-2";="5";="4";="3";="3";="2";="3";="4";="3";="4";="3";="4";="5";="3";="4";="2";="4";="2005";="2";="1";="-2";="3";="-2";="1";="-2";="1"
="3";="0";="1";="1";="0";="-2";="2";="4";="2";="3";="2";="4";="1";="4";="2";="2";="5";="3";="2";="5";="1";="2";="-1";="2";="1";="-2";="1";="-2";="1";="-2";="1"
="2";="0";="1";="1";="0";="-2";="2";="5";="2";="4";="3";="4";="2";="3";="5";="3";="5";="4";="2";="4";="3";="5";="2004";="2";="4";="V najemniškem stanovanju z drugimi študenti";="2";="-2";="1";="-2";="2"
="2";="1";="0";="0";="0";="-2";="4";="4";="2";="2";="1";="3";="5";="3";="4";="1";="3";="4";="4";="5";="1";="2";="-1";="2";="1";="-2";="1";="-2";="1";="-2";="2"
="3";="0";="0";="1";="0";="-2";="2";="4";="3";="3";="2";="3";="3";="3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3";="-3"
="2";="1";="1";="1";="0";="-2";="4";="4";="2";="3";="2";="3";="4";="3";="4";="5";="4";="5";="1";="4";="1";="3";="2001";="2";="1";="-2";="4";="-2";="2";="1";="-2"
="2";="0";="0";="1";="0";="-2";="3";="3";="3";="4";="1";="2";="3";="3";="3";="2";="4";="4";="1";="2";="1";="3";="2005";="1";="3";="-2";="1";="-2";="1";="-2";="1"
="3";="1";="1";="1";="0";="-2";="4";="4";="2";="4";="2";="3";="3";="3";="4";="2";="5";="4";="3";="3";="1";="3";="2004";="1";="1";="-2";="1";="-2";="1";="-2";="1"
="2";="0";="0";="0";="1";="sendvič";="5";="2";="3";="4";="3";="3";="2";="4";="5";="6";="4";="4";="1";="4";="4";="4";="2001";="1";="1";="-2";="1";="-2";="1";="-2";="3"
="2";="0";="0";="1";="0";="-2";="3";="3";="2";="4";="2";="2";="2";="3";="3";="1";="4";="3";="4";="3";="2";="3";="2003";="1";="1";="-2";="1";="-2";="1";="-2";="3"
="2";="1";="0";="1";="0";="-2";="3";="3";="4";="4";="3";="3";="1";="3";="5";="4";="5";="1";="2";="2";="1";="2";="25";="2";="3";="-2";="2";="-2";="2";="2";="-2"
="2";="0";="0";="1";="0";="-2";="3";="5";="2";="4";="3";="3";="2";="4";="3";="5";="4";="4";="1";="4";="1";="2";="2001";="2";="2";="-2";="2";="-2";="2";="2";="-2"
="5";="1";="0";="1";="0";="-2";="5";="5";="4";="4";="4";="3";="4";="4";="4";="4";="5";="5";="5";="1";="5";="5";="2004";="1";="1";="-2";="1";="-2";="1";="-2";="2"
="3";="0";="0";="1";="1";="Azijske restavracije, falafel ipd.";="2";="3";="3";="3";="2";="4";="2";="3";="2";="5";="2";="3";="5";="4";="1";="2";="2003";="2";="3";="-2";="2";="-2";="1";="-2";="2"
="2";="0";="0";="1";="0";="-2";="5";="5";="3";="3";="3";="2";="2";="2";="3";="6";="5";="4";="2";="6";="4";="3";="28";="1";="3";="-2";="8";="Obramboslovje";="2";="1";="-2"
